Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID-19 Deaths",Footnote
5/1/2020,2/1/2020,4/25/2020,Vermont,Male,85 years and over,,235,25,,,29,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Male Total,"Male, all ages",26,813,65,,10,93,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Female,Under 1 year,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Vermont,Female,1-4 years,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Vermont,Female,5-14 years,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Vermont,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Female,25-34 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Female,35-44 years,,10,0,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Female,45-54 years,,25,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Female,55-64 years,0,58,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Vermont,Female,65-74 years,,123,,0,,10,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Female,75-84 years,,186,12,0,0,16,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Female,85 years and over,,345,26,,,33,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Female Total,"Female, all ages",16,757,43,,,61,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Vermont,Unknown,All ages,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Vermont Total,All sexes,All Ages,42,1570,108,10,14,154,
5/1/2020,2/1/2020,4/25/2020,Virginia,Male,Under 1 year,0,58,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Virginia,Male,1-4 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Male,5-14 years,0,15,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Male,15-24 years,0,119,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Male,25-34 years,0,239,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Male,35-44 years,,336,,,,13,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Male,45-54 years,10,604,16,,,26,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Male,55-64 years,23,1379,71,,,94,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Male,65-74 years,53,2010,120,14,19,178,
5/1/2020,2/1/2020,4/25/2020,Virginia,Male,75-84 years,57,2317,159,27,,197,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Male,85 years and over,43,2020,137,10,12,181,
5/1/2020,2/1/2020,4/25/2020,Virginia,Male Total,"Male, all ages",190,9105,514,66,58,695,
5/1/2020,2/1/2020,4/25/2020,Virginia,Female,Under 1 year,0,38,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Female,1-4 years,0,10,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Female,5-14 years,0,14,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Female,15-24 years,0,35,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Female,25-34 years,0,105,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Female,35-44 years,,156,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Female,45-54 years,,380,21,0,,28,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Female,55-64 years,19,939,60,,,80,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Female,65-74 years,26,1477,86,,,108,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia,Female,75-84 years,44,2210,125,16,12,165,
5/1/2020,2/1/2020,4/25/2020,Virginia,Female,85 years and over,65,3281,185,14,13,249,
5/1/2020,2/1/2020,4/25/2020,Virginia,Female Total,"Female, all ages",161,8645,486,46,46,647,
5/1/2020,2/1/2020,4/25/2020,Virginia,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Virginia Total,All sexes,All Ages,351,17751,1000,112,104,1342,
5/1/2020,2/1/2020,4/25/2020,Washington,Male,Under 1 year,0,43,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Male,1-4 years,0,12,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Washington,Male,5-14 years,0,13,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Washington,Male,15-24 years,,106,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Male,25-34 years,0,185,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Male,35-44 years,,259,,0,,14,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Male,45-54 years,11,448,24,,,36,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Male,55-64 years,30,1019,86,15,11,111,
5/1/2020,2/1/2020,4/25/2020,Washington,Male,65-74 years,65,1680,151,29,19,206,
5/1/2020,2/1/2020,4/25/2020,Washington,Male,75-84 years,85,1815,180,49,,224,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Male,85 years and over,104,1825,181,65,,229,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Male Total,"Male, all ages",302,7405,638,163,56,831,
5/1/2020,2/1/2020,4/25/2020,Washington,Female,Under 1 year,0,33,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Washington,Female,1-4 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Female,15-24 years,0,34,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Female,25-34 years,0,67,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Female,35-44 years,,125,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Female,45-54 years,,294,17,,,23,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Female,55-64 years,16,661,59,,,73,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Female,65-74 years,30,1187,99,15,,122,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Female,75-84 years,67,1628,146,40,14,186,
5/1/2020,2/1/2020,4/25/2020,Washington,Female,85 years and over,104,2693,209,53,,267,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Washington,Female Total,"Female, all ages",225,6736,538,118,42,685,
5/1/2020,2/1/2020,4/25/2020,Washington,Unknown,All ages,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Washington Total,All sexes,All Ages,527,14141,1176,281,98,1516,
5/1/2020,2/1/2020,4/25/2020,West Virginia,Male,Under 1 year,0,16,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,West Virginia,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Male,15-24 years,0,27,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,West Virginia,Male,25-34 years,,74,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Male,35-44 years,0,117,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Male,45-54 years,0,195,,0,,10,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Male,55-64 years,0,434,26,0,,31,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Male,65-74 years,,678,49,0,,57,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Male,75-84 years,,692,59,0,,68,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Male,85 years and over,,484,39,0,,44,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Male Total,"Male, all ages",,2726,183,,30,217,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Female,5-14 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Female,25-34 years,0,35,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Female,35-44 years,0,60,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Female,45-54 years,0,116,13,0,,14,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Female,55-64 years,0,263,26,0,,31,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Female,65-74 years,,432,38,,,46,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Female,75-84 years,,623,53,0,,59,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Female,85 years and over,,777,52,0,,62,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Female Total,"Female, all ages",,2322,186,,27,220,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,West Virginia,Unknown,All ages,0,0,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,West Virginia Total,All sexes,All Ages,13,5048,369,,57,437,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Wisconsin,Male,Under 1 year,0,36,0,0,0,0,
5/1/2020,2/1/2020,4/25/2020,Wisconsin,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Wisconsin,Male,5-14 years,0,12,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Wisconsin,Male,15-24 years,,88,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Wisconsin,Male,25-34 years,,174,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Wisconsin,Male,35-44 years,,186,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Wisconsin,Male,45-54 years,14,403,16,,,38,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
5/1/2020,2/1/2020,4/25/2020,Wisconsin,Male,55-64 years,14,979,40,,10,60,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
